stock_code,description,product_category,line_type,unit_price
23553,LANDMARK FRAME CAMDEN TOWN,Home Decor & Lighting,Merchandise,12.5
23554,LANDMARK FRAME OXFORD STREET,Home Decor & Lighting,Merchandise,12.5
23555,LANDMARK FRAME NOTTING HILL,Home Decor & Lighting,Merchandise,12.5
23556,LANDMARK FRAME COVENT GARDEN,Home Decor & Lighting,Merchandise,12.5
23557,LANDMARK FRAME BAKER STREET,Home Decor & Lighting,Merchandise,12.5
23558,LANDMARK FRAME LONDON BRIDGE,Home Decor & Lighting,Merchandise,12.5
23559,WOODLAND BUNNIES LOLLY MAKERS,Miscellaneous,Merchandise,2.08
23560,SET OF 6 RIBBONS COUNTRY STYLE,Stationery & Crafts,Merchandise,2.89
23561,SET OF 6 RIBBONS PARTY,Stationery & Crafts,Merchandise,2.89
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,Stationery & Crafts,Merchandise,2.89
23564,EGG CUP MILKMAID INGRID,Kitchen & Dining,Merchandise,1.25
23565,EGG CUP MILKMAID HELGA,Kitchen & Dining,Merchandise,1.25
23566,EGG CUP MILKMAID HEIDI,Kitchen & Dining,Merchandise,1.25
23567,EGG CUP HENRIETTA HEN PINK,Kitchen & Dining,Merchandise,1.25
23568,EGG CUP HENRIETTA HEN CREAM,Kitchen & Dining,Merchandise,1.25
23569,TRADTIONAL ALPHABET STAMP SET,Stationery & Crafts,Merchandise,4.95
23570,TRADITIONAL PICK UP STICKS GAME,Toys & Kids,Merchandise,1.25
23571,TRADITIONAL NAUGHTS & CROSSES,Miscellaneous,Merchandise,1.65
23574,PACKING CHARGE,Miscellaneous,Merchandise,7.5
23575,SNACK TRAY PAISLEY PARK,Kitchen & Dining,Merchandise,1.95
23576,SNACK TRAY RED VINTAGE DOILY,Kitchen & Dining,Merchandise,1.95
23578,SNACK TRAY RED GINGHAM,Kitchen & Dining,Merchandise,1.95
23579,SNACK TRAY I LOVE LONDON,Kitchen & Dining,Merchandise,1.95
23580,SNACK TRAY HAPPY FOREST,Kitchen & Dining,Merchandise,1.95
23581,JUMBO BAG PAISLEY PARK,Storage & Organization,Merchandise,2.08
23582,VINTAGE DOILY JUMBO BAG RED,Storage & Organization,Merchandise,2.08
23583,LUNCH BAG PAISLEY PARK,Storage & Organization,Merchandise,1.65
23597,PAPER BUNTING PAISLEY PARK,Storage & Organization,Merchandise,2.95
23598,PAPER BUNTING VINTAGE PARTY,Storage & Organization,Merchandise,2.95
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,Holiday & Seasonal,Merchandise,2.49
23602,SET 10 CARDS 3 WISE MEN 17107,Stationery & Crafts,Merchandise,2.91
23603,SET 10 CARD KRAFT REINDEER 17084,Stationery & Crafts,Merchandise,2.49
23604,SET 10 MINI SANTA & SNOWMAN  17087,Holiday & Seasonal,Merchandise,1.66
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,Holiday & Seasonal,Merchandise,2.91
23607,SET 10 CARDS HATS & STOCKINGS 17081,Stationery & Crafts,Merchandise,1.66
23608,SET 10 CARDS RUDOLPHS NOSE 17097,Stationery & Crafts,Merchandise,2.91
23609,SET 10 CARDS SNOWY ROBIN 17099,Holiday & Seasonal,Merchandise,2.91
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,Holiday & Seasonal,Merchandise,2.08
23611,SET 10 CARDS RED RIDING HOOD 17214,Stationery & Crafts,Merchandise,2.49
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,Holiday & Seasonal,Merchandise,1.66
23613,SET 10 XMAS CARDS & BADGES 17070,Holiday & Seasonal,Merchandise,2.49
23614,SET 10 CARDS 12 DAYS WRAP  17058,Stationery & Crafts,Merchandise,3.33
23615,SET 10 CARDS PRINTED GRAPHIC 17219,Stationery & Crafts,Merchandise,2.49
23616,SET 10 CARDS JINGLE BELLS 17217,Stationery & Crafts,Merchandise,2.49
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,Holiday & Seasonal,Merchandise,2.91
23619,SET 10 CARDS POINSETTIA 17093,Stationery & Crafts,Merchandise,2.49
23620,SET 10 CARDS PERFECT POST 17090,Stationery & Crafts,Merchandise,2.49
23621,SET 10 CARDS DAVID'S MADONNA 17074,Stationery & Crafts,Merchandise,2.49
23623,SET 10 CARD CHRISTMAS WELCOME 17112,Holiday & Seasonal,Merchandise,2.91
23624,SET 10 CARD PERFECT NATIVITY 17089,Stationery & Crafts,Merchandise,2.49
23625,SET 6 CARDS SPARKLY REINDEER 17262,Stationery & Crafts,Merchandise,4.99
23626,SET 10 CARDS DINKY TREE 17076,Stationery & Crafts,Merchandise,2.49
23627,SET 10 CARDS XMAS GRAPHIC  17218,Holiday & Seasonal,Merchandise,2.49
23628,SET 10 CARDS TRIANGLE ICONS  17220,Stationery & Crafts,Merchandise,2.91
23629,SET 10 CARDS DRESSING UP 17077,Stationery & Crafts,Merchandise,2.49
23630,SET 10 CARDS HANGING BAUBLES 17080,Stationery & Crafts,Merchandise,2.74
23632,SET 10 CARDS CHEERFUL ROBIN 17065,Stationery & Crafts,Merchandise,2.08
23633,SET 10 CARDS WORLD CHILDREN 17067,Stationery & Crafts,Merchandise,2.49
23634,SET 10 CARDS XMAS CHOIR 17068,Holiday & Seasonal,Merchandise,2.91
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,Holiday & Seasonal,Merchandise,4.16
23636,SET 10 CARDS WISHING TREE 17116,Stationery & Crafts,Merchandise,2.91
23637,SET 10 CARDS OUT OF ORDER 17216,Stationery & Crafts,Merchandise,2.49
23638,SET 10 CARDS ROBIN WATERPUMP  17096,Stationery & Crafts,Merchandise,2.91
23639,SET 10 CARDS MAGICAL TREE 17086,Stationery & Crafts,Merchandise,3.33
23640,SET 10 CARDS SCOTTIE DOG 17211,Stationery & Crafts,Merchandise,2.49
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,Holiday & Seasonal,Merchandise,3.33
23644,SET 10 CARDS CHRISTMAS TREE 16955,Holiday & Seasonal,Merchandise,3.33
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,Holiday & Seasonal,Merchandise,2.49
23646,SET 10 CARDS JINGLE BELLS 16957,Stationery & Crafts,Merchandise,2.49
23649,SET 10 CARDS DECK THE HALLS 16960,Stationery & Crafts,Merchandise,2.49
23650,SET 10 CARDS FILIGREE BAUBLE 16961,Stationery & Crafts,Merchandise,2.49
23652,SET 10 CARD CHRISTMAS STAMPS 16963,Holiday & Seasonal,Merchandise,2.91
23654,SET 10 CARD SNOWMAN 16965,Holiday & Seasonal,Merchandise,2.49
23660,HENRIETTA HEN MUG,Kitchen & Dining,Merchandise,1.65
23661,MILK MAIDS MUG,Kitchen & Dining,Merchandise,1.65
23664,FLOWER SHOP DESIGN MUG,Home Decor & Lighting,Merchandise,1.65
23681,LUNCH BAG RED VINTAGE DOILY,Storage & Organization,Merchandise,1.65
23691,KEEP CALM BIRTHDAY WRAP,Stationery & Crafts,Merchandise,0.42
23692,WRAP A PRETTY THANK YOU,Stationery & Crafts,Merchandise,0.42
23694,PAISLEY PARK CARD,Stationery & Crafts,Merchandise,0.42
23695,DOILY THANK YOU CARD,Stationery & Crafts,Merchandise,0.42
23697,A PRETTY THANK YOU CARD,Stationery & Crafts,Merchandise,0.42
23702,High Resolution Image,Miscellaneous,Merchandise,3.0
23843,"PAPER CRAFT , LITTLE BIRDIE",Stationery & Crafts,Merchandise,2.08
35001G,HAND OPEN SHAPE GOLD,Stationery & Crafts,Merchandise,4.25
35001W,HAND OPEN SHAPE DECO.WHITE,Stationery & Crafts,Merchandise,3.49
35004B,SET OF 3 BLACK FLYING DUCKS,Miscellaneous,Merchandise,5.79
35004C,SET OF 3 COLOURED  FLYING DUCKS,Miscellaneous,Merchandise,5.45
35004G,SET OF 3 GOLD FLYING DUCKS,Miscellaneous,Merchandise,6.35
35004P,SET OF 3 PINK FLYING DUCKS,Miscellaneous,Merchandise,5.45
35095A,BLUE VICTORIAN FABRIC OVAL BOX,Storage & Organization,Merchandise,0.83
35095B,RED VICTORIAN FABRIC OVAL BOX,Storage & Organization,Merchandise,0.83
35241,ENAMEL BLUE RIM BISCUIT BIN,Miscellaneous,Merchandise,4.95
35265,COLOURFUL FLOWER FRUIT BOWL,Kitchen & Dining,Merchandise,1.95
35271S,GOLD PRINT PAPER BAG,Storage & Organization,Merchandise,0.19
35400,WOODEN BOX ADVENT CALENDAR,Holiday & Seasonal,Merchandise,8.95
35443,RASTA IN BATH W SPLIFF ASHTRAY,Kitchen & Dining,Merchandise,0.85
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,Home Decor & Lighting,Merchandise,0.39
35591T,TURQUOISE CHRISTMAS TREE,Holiday & Seasonal,Merchandise,1.25
35597A,DUSTY PINK CHRISTMAS TREE 30CM,Holiday & Seasonal,Merchandise,1.25
35597B,BLACKCHRISTMAS TREE 30CM,Holiday & Seasonal,Merchandise,1.25
35597D,PINK/WHITE CHRISTMAS TREE 30CM,Holiday & Seasonal,Merchandise,0.38
35598A,DUSTY PINK CHRISTMAS TREE 60CM,Holiday & Seasonal,Merchandise,2.95
35598B,BLACK CHRISTMAS TREE 60CM,Holiday & Seasonal,Merchandise,0.65
35598C,WHITE CHRISTMAS TREE 60CM,Holiday & Seasonal,Merchandise,2.95
35598D,PINK/WHITE CHRISTMAS TREE 60CM,Holiday & Seasonal,Merchandise,0.65
35599B,BLACK CHRISTMAS TREE 120CM,Holiday & Seasonal,Merchandise,1.95
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,Holiday & Seasonal,Merchandise,2.95
35607A,PINK FLUFFY CHRISTMAS DECORATION,Holiday & Seasonal,Merchandise,0.9099999999999999
35607B,BLACK FEATHER CHRISTMAS DECORATION,Holiday & Seasonal,Merchandise,0.19
35609A,PINK FEATHER CHRISTMAS DECORATION,Holiday & Seasonal,Merchandise,2.51
35610A,PINK CHRISTMAS FLOCK DROPLET,Holiday & Seasonal,Merchandise,2.51
35610B,BLACK CHRISTMAS FLOCK DROPLET,Holiday & Seasonal,Merchandise,1.25
35610C,WHITE CHRISTMAS FLOCK DROPLET,Holiday & Seasonal,Merchandise,1.88
35637A,IVORY STRING CURTAIN WITH POLE,Accessories & Fashion,Merchandise,1.95
35637C,PINK STRING CURTAIN WITH POLE,Accessories & Fashion,Merchandise,1.95
35638A,PINK AND BLACK STRING CURTAIN,Accessories & Fashion,Merchandise,1.95
35638B,PINK/BLUE STRING CURTAIN,Accessories & Fashion,Merchandise,1.95
35645,VINTAGE BEAD PINK JEWEL BOX,Storage & Organization,Merchandise,4.25
35646,VINTAGE BEAD PINK EVENING BAG,Storage & Organization,Merchandise,2.46
35647,VINTAGE BEAD PINK SHADE,Miscellaneous,Merchandise,1.25
35648,VINTAGE BEAD PINK PURSE,Accessories & Fashion,Merchandise,1.63
35649,VINTAGE BEAD COSMETIC BAG,Storage & Organization,Merchandise,2.46
35650,VINTAGE BEAD PINK JEWEL STAND,Miscellaneous,Merchandise,4.95
35651,VINTAGE BEAD PINK SCARF,Accessories & Fashion,Merchandise,1.65
35653,VINTAGE BEAD NOTEBOOK,Stationery & Crafts,Merchandise,2.95
35809A,ENAMEL PINK TEA CONTAINER,Kitchen & Dining,Merchandise,2.1
35809B,ENAMEL BLUE RIM TEA CONTAINER,Kitchen & Dining,Merchandise,2.1
35810A,ENAMEL PINK COFFEE CONTAINER,Miscellaneous,Merchandise,0.83
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,Miscellaneous,Merchandise,0.83
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",Holiday & Seasonal,Merchandise,0.38
35816P,"ACRYLIC JEWEL ANGEL,PINK",Miscellaneous,Merchandise,0.38
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",Holiday & Seasonal,Merchandise,1.4649999999999999
35818B,"ACRYLIC JEWEL ICICLE, BLUE",Miscellaneous,Merchandise,0.38
35818P,"ACRYLIC JEWEL ICICLE, PINK",Miscellaneous,Merchandise,0.38
35819B,"ACRYLIC HANGING JEWEL,BLUE",Miscellaneous,Merchandise,0.38
35819P,"ACRYLIC HANGING JEWEL,PINK",Miscellaneous,Merchandise,0.38
35833G,4 GOLD FLOCK CHRISTMAS BALLS,Holiday & Seasonal,Merchandise,3.36
35833P,4 PINK FLOCK CHRISTMAS BALLS,Holiday & Seasonal,Merchandise,1.25
35909A,RABBIT EASTER DECORATION,Holiday & Seasonal,Merchandise,2.95
35909B,PINK FLOWERS RABBIT EASTER,Holiday & Seasonal,Merchandise,2.95
35910A,MULTICOLOUR EASTER RABBIT,Holiday & Seasonal,Merchandise,1.95
35910B,PINK FLOWERS RABBIT EASTER,Holiday & Seasonal,Merchandise,1.95
35911A,MULTICOLOUR RABBIT EGG WARMER,Miscellaneous,Merchandise,0.83
35911B,PINK/FLOWER RABBIT EGG WARMER,Garden & Outdoor,Merchandise,0.83
35912B,WHITE/PINK CHICK DECORATION,Party & Gift,Merchandise,1.25
35913B,WHITE/PINK CHICK EASTER DECORATION,Holiday & Seasonal,Merchandise,0.85
35914,PINK CHICK EGG WARMER + EGG CUP,Kitchen & Dining,Merchandise,0.83
35915B,BLUE KNITTED HEN,Miscellaneous,Merchandise,0.83
35915C,PEACH KNITTED HEN,Miscellaneous,Merchandise,0.83
35916A,YELLOW FELT HANGING HEART W FLOWER,Home Decor & Lighting,Merchandise,0.63
35916B,BLUE FELT HANGING HEART W FLOWER,Home Decor & Lighting,Merchandise,0.63
35916C,PINK FELT HANGING HEART W FLOWER,Home Decor & Lighting,Merchandise,0.63
35920,FOUR RABBIT EASTER DECORATIONS,Holiday & Seasonal,Merchandise,1.25
35921,EASTER BUNNY HANGING GARLAND,Holiday & Seasonal,Merchandise,1.25
35922,EASTER BUNNY WREATH,Holiday & Seasonal,Merchandise,4.95
35923,CANDY HEART HANGING DECORATION,Home Decor & Lighting,Merchandise,0.39
35924,HANGING FAIRY CAKE DECORATION,Party & Gift,Merchandise,2.1
35933,PINK STOCKING CHRISTMAS DECORATION,Holiday & Seasonal,Merchandise,0.38
35953,FOLKART STAR CHRISTMAS DECORATIONS,Holiday & Seasonal,Merchandise,0.39
35954,SMALL FOLKART STAR CHRISTMAS DEC,Holiday & Seasonal,Merchandise,0.31
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,Holiday & Seasonal,Merchandise,1.66
35958,FOLKART ZINC STAR CHRISTMAS DEC,Holiday & Seasonal,Merchandise,0.85
35961,FOLKART ZINC HEART CHRISTMAS DEC,Holiday & Seasonal,Merchandise,0.85
35964,FOLKART CLIP ON STARS,Miscellaneous,Merchandise,0.83
35965,FOLKART HEART NAPKIN RINGS,Home Decor & Lighting,Merchandise,3.29
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,Holiday & Seasonal,Merchandise,0.38
35967,FOLK ART METAL STAR T-LIGHT HOLDER,Home Decor & Lighting,Merchandise,0.83
35968,FOLK ART METAL HEART T-LIGHT HOLDER,Home Decor & Lighting,Merchandise,0.38
35970,ZINC FOLKART SLEIGH BELLS,Miscellaneous,Merchandise,1.69
35971,ROSE FOLKART HEART DECORATIONS,Home Decor & Lighting,Merchandise,1.25
35972,DAISY FOLKART HEART DECORATION,Home Decor & Lighting,Merchandise,1.25
37327,ASSTD MULTICOLOUR CIRCLES MUG,Kitchen & Dining,Merchandise,0.39
37330,BIG POLKADOT MUG,Kitchen & Dining,Merchandise,0.39
37333,"RETRO ""TEA FOR ONE""",Kitchen & Dining,Merchandise,4.95
37340,MULTICOLOUR SPRING FLOWER MUG,Kitchen & Dining,Merchandise,0.69
37342,POLKADOT COFFEE CUP & SAUCER PINK,Kitchen & Dining,Merchandise,0.79
37343,POLKADOT MUG PINK,Kitchen & Dining,Merchandise,1.65
37351,ORANGE FLOWER MUG,Kitchen & Dining,Merchandise,0.8200000000000001
37370,RETRO COFFEE MUGS ASSORTED,Kitchen & Dining,Merchandise,1.25
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,Kitchen & Dining,Merchandise,1.25
37413,ICON MUG REVOLUTIONARY,Kitchen & Dining,Merchandise,0.39
37423,WHITE WITH BLACK CATS PLATE,Kitchen & Dining,Merchandise,0.39
37444A,YELLOW BREAKFAST CUP AND SAUCER,Kitchen & Dining,Merchandise,0.39
37444B,BLUE BREAKFAST CUP AND SAUCER,Kitchen & Dining,Merchandise,2.95
37444C,PINK BREAKFAST CUP AND SAUCER,Kitchen & Dining,Merchandise,0.39
37446,MINI CAKE STAND WITH HANGING CAKES,Kitchen & Dining,Merchandise,1.45
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,Home Decor & Lighting,Merchandise,1.49
37448,CERAMIC CAKE DESIGN SPOTTED MUG,Home Decor & Lighting,Merchandise,1.49
37449,CERAMIC CAKE STAND + HANGING CAKES,Kitchen & Dining,Merchandise,9.95
37450,CERAMIC CAKE BOWL + HANGING CAKES,Kitchen & Dining,Merchandise,2.95
37461,FUNKY MONKEY MUG,Kitchen & Dining,Merchandise,1.25
37462E,"PET MUG, GOLDFISH",Kitchen & Dining,Merchandise,0.83
37464,ROBOT MUG IN DISPLAY BOX,Kitchen & Dining,Merchandise,1.25
37467,PIG MUG IN TWO COLOUR DESIGNS,Home Decor & Lighting,Merchandise,0.85
37468,HARDMAN MUG 3 ASSORTED,Kitchen & Dining,Merchandise,0.39
37471,MULTICOLOUR POLKADOT PLATE,Kitchen & Dining,Merchandise,0.85
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,Kitchen & Dining,Merchandise,9.95
37475,SET/4 COLOURFUL MIXING BOWLS,Kitchen & Dining,Merchandise,9.95
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,Kitchen & Dining,Merchandise,9.95
37479B,CUBIC MUG FLOCK BLUE ON BROWN,Kitchen & Dining,Merchandise,0.39
37479P,CUBIC MUG FLOCK PINK ON BROWN,Kitchen & Dining,Merchandise,0.39
37482P,CUBIC MUG PINK POLKADOT,Kitchen & Dining,Merchandise,0.39
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,Home Decor & Lighting,Merchandise,0.29
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,Home Decor & Lighting,Merchandise,0.39
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,Home Decor & Lighting,Merchandise,0.39
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,Home Decor & Lighting,Merchandise,0.39
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,Home Decor & Lighting,Merchandise,0.39
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,Home Decor & Lighting,Merchandise,0.39
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,Home Decor & Lighting,Merchandise,3.29
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,Home Decor & Lighting,Merchandise,1.65
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,Home Decor & Lighting,Merchandise,1.65
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,Home Decor & Lighting,Merchandise,2.4699999999999998
37495,FAIRY CAKE BIRTHDAY CANDLE SET,Home Decor & Lighting,Merchandise,3.75
37500,TEA TIME TEAPOT IN GIFT BOX,Kitchen & Dining,Merchandise,8.29
37501,TEA TIME TEA SET IN GIFT BOX,Kitchen & Dining,Merchandise,6.95
37509,NEW ENGLAND MUG W GIFT BOX,Kitchen & Dining,Merchandise,2.55
40001,WHITE BAMBOO RIBS LAMPSHADE,Home Decor & Lighting,Merchandise,0.85
40003,WHITE BAMBOO RIBS LAMPSHADE,Home Decor & Lighting,Merchandise,1.25
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,Home Decor & Lighting,Merchandise,0.85
40016,CHINESE DRAGON PAPER LANTERNS,Home Decor & Lighting,Merchandise,0.42
40046A,RED DAISY PAPER LAMPSHADE,Home Decor & Lighting,Merchandise,1.25
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,Home Decor & Lighting,Merchandise,0.42
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,Home Decor & Lighting,Merchandise,0.42
44091A,BLUE CRUSOE CHECK LAMPSHADE,Home Decor & Lighting,Merchandise,0.42
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,Home Decor & Lighting,Merchandise,0.85
44092C,PURPLE/COPPER HANGING LAMPSHADE,Home Decor & Lighting,Merchandise,0.85
44228,CANNABIS LEAF BEAD CURTAIN,Miscellaneous,Merchandise,0.85
44234,ASSORTED CIRCULAR MOBILE,Miscellaneous,Merchandise,0.21
44235,ASS COL CIRCLE MOBILE,Miscellaneous,Merchandise,0.42
44236,PINK/PURPLE CIRCLE CURTAIN,Miscellaneous,Merchandise,0.79
44242A,LILAC FEATHERS CURTAIN,Miscellaneous,Merchandise,0.79
44242B,PINK FEATHERS CURTAIN,Miscellaneous,Merchandise,0.79
44265,M/COLOUR POM-POM CURTAIN,Miscellaneous,Merchandise,4.25
45013,FOLDING SHOE TIDY,Miscellaneous,Merchandise,2.95
46000M,POLYESTER FILLER PAD 45x45cm,Miscellaneous,Merchandise,1.55
46000P,POLYESTER FILLER PAD 65CMx65CM,Miscellaneous,Merchandise,4.25
46000R,POLYESTER FILLER PAD 45x30cm,Miscellaneous,Merchandise,1.45
46000S,POLYESTER FILLER PAD 40x40cm,Miscellaneous,Merchandise,1.45
46000U,POLYESTER FILLER PAD 30CMx30CM,Miscellaneous,Merchandise,1.25
46115B,GREEN POP ART MAO CUSHION COVER,Miscellaneous,Merchandise,0.19
46118,FUNKY MONKEY CUSHION COVER,Miscellaneous,Merchandise,3.36
46126A,ELVIS WALLHANGING / CURTAIN,Miscellaneous,Merchandise,1.25
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,Miscellaneous,Merchandise,0.85
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,Miscellaneous,Merchandise,8.29
46776A,WOVEN BUBBLE GUM CUSHION COVER,Miscellaneous,Merchandise,4.13
46776B,WOVEN BERRIES CUSHION COVER,Miscellaneous,Merchandise,4.13
46776C,WOVEN FROST CUSHION COVER,Miscellaneous,Merchandise,4.13
46776D,WOVEN SUNSET CUSHION COVER,Miscellaneous,Merchandise,4.13
46776E,WOVEN CANDY CUSHION COVER,Miscellaneous,Merchandise,4.13
46776F,WOVEN ROSE GARDEN CUSHION COVER,Garden & Outdoor,Merchandise,4.13
47013A,WINE BOTTLE DRESSING LT.BLUE,Kitchen & Dining,Merchandise,0.205
47013C,WINE BOTTLE DRESSING DARK BLUE,Kitchen & Dining,Merchandise,0.205
47016,LIGHT DECORATION BATTERY OPERATED,Home Decor & Lighting,Merchandise,2.1
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,Storage & Organization,Merchandise,1.25
47310M,"SMALL POP BOX,FUNKY MONKEY",Storage & Organization,Merchandise,1.63
47341A,FUSCHIA TABLE RUN FLOWER,Garden & Outdoor,Merchandise,1.25
47341B,BLUE TABLE RUN FLOWER,Garden & Outdoor,Merchandise,1.25
47343A,FUSCHIA FLOWER PURSE WITH BEADS,Accessories & Fashion,Merchandise,0.83
47344B,BLUE FLOWER DES PURSE,Accessories & Fashion,Merchandise,0.83
47348A,FUSCHIA VOILE POINTY SHOE DEC,Miscellaneous,Merchandise,0.39
47351B,BLUE  VOILE LAMPSHADE,Home Decor & Lighting,Merchandise,2.95
47367B,PAIR PADDED HANGERS PINK CHECK,Storage & Organization,Merchandise,3.29
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,Storage & Organization,Merchandise,2.95
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,Storage & Organization,Merchandise,1.63
47420,ASSORTED COLOUR SUCTION CUP HOOK,Kitchen & Dining,Merchandise,0.19
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,Storage & Organization,Merchandise,0.42
47422,ASSORTED MONKEY SUCTION CUP HOOK,Kitchen & Dining,Merchandise,0.42
47469,ASSORTED SHAPES PHOTO CLIP SILVER,Miscellaneous,Merchandise,0.65
47471,RAINBOW PEGS PHOTO CLIP STRING,Accessories & Fashion,Merchandise,0.65
47480,HANGING PHOTO CLIP ROPE LADDER,Miscellaneous,Merchandise,1.65
47481,50CM METAL STRING WITH  7 CLIPS,Accessories & Fashion,Merchandise,0.85
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,Miscellaneous,Merchandise,0.42
47503H,ASS FLORAL PRINT SPIRIT LEVEL,Miscellaneous,Merchandise,0.79
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,Storage & Organization,Merchandise,7.95
47504H,ENGLISH ROSE SPIRIT LEVEL,Miscellaneous,Merchandise,0.79
47504K,ENGLISH ROSE GARDEN SECATEURS,Garden & Outdoor,Merchandise,0.79
47518F,ICON PLACEMAT POP ART ELVIS,Miscellaneous,Merchandise,0.12
47556B,TEA TIME TEA TOWELS,Kitchen & Dining,Merchandise,2.325
47559B,TEA TIME OVEN GLOVE,Kitchen & Dining,Merchandise,1.25
47563A,RETRO LONGBOARD IRONING BOARD COVER,Home Decor & Lighting,Merchandise,3.29
47566,PARTY BUNTING,Storage & Organization,Merchandise,4.95
47566B,TEA TIME PARTY BUNTING,Kitchen & Dining,Merchandise,4.95
47567B,TEA TIME KITCHEN APRON,Kitchen & Dining,Merchandise,5.95
47570B,TEA TIME TABLE CLOTH,Kitchen & Dining,Merchandise,10.65
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,Garden & Outdoor,Merchandise,2.46
47574B,ENGLISH ROSE SCENTED HANGING HEART,Home Decor & Lighting,Merchandise,4.25
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,Garden & Outdoor,Merchandise,0.85
47579,TEA TIME BREAKFAST BASKET,Kitchen & Dining,Merchandise,2.1
47580,TEA TIME DES TEA COSY,Kitchen & Dining,Merchandise,2.55
47585A,PINK FAIRY CAKE CUSHION COVER,Miscellaneous,Merchandise,4.13
47586A,PINK FAIRY CAKE CUSHION COVER,Miscellaneous,Merchandise,2.55
47589,CONGRATULATIONS BUNTING,Storage & Organization,Merchandise,5.45
47590A,BLUE HAPPY BIRTHDAY BUNTING,Storage & Organization,Merchandise,5.45
47590B,PINK HAPPY BIRTHDAY BUNTING,Storage & Organization,Merchandise,5.45
47591B,SCOTTIES CHILDRENS APRON,Toys & Kids,Merchandise,1.66
47591D,PINK FAIRY CAKE CHILDRENS APRON,Toys & Kids,Merchandise,1.95
47593A,CAROUSEL PONIES BABY BIB,Toys & Kids,Merchandise,0.29
47593B,SCOTTIE DOGS BABY BIB,Toys & Kids,Merchandise,0.83
47594A,CAROUSEL DESIGN WASHBAG,Home Decor & Lighting,Merchandise,1.95
47594B,SCOTTIES DESIGN WASHBAG,Home Decor & Lighting,Merchandise,1.95
47599A,PINK PARTY BAGS,Storage & Organization,Merchandise,2.1
47599B,BLUE PARTY BAGS,Storage & Organization,Merchandise,2.1
48111,DOORMAT 3 SMILEY CATS,Home Decor & Lighting,Merchandise,7.95
48116,DOORMAT MULTICOLOUR STRIPE,Home Decor & Lighting,Merchandise,7.95
48129,DOORMAT TOPIARY,Home Decor & Lighting,Merchandise,7.95
48138,DOORMAT UNION FLAG,Home Decor & Lighting,Merchandise,7.95
48173C,DOORMAT BLACK FLOCK,Home Decor & Lighting,Merchandise,7.95
48184,DOORMAT ENGLISH ROSE,Home Decor & Lighting,Merchandise,7.95
48185,DOORMAT FAIRY CAKE,Home Decor & Lighting,Merchandise,7.95
48187,DOORMAT NEW ENGLAND,Home Decor & Lighting,Merchandise,7.95
48188,DOORMAT WELCOME PUPPIES,Home Decor & Lighting,Merchandise,7.95
48189,DOORMAT FRIENDSHIP,Home Decor & Lighting,Merchandise,16.63
48194,DOORMAT HEARTS,Home Decor & Lighting,Merchandise,7.95
